state,city,street,zip,lat,long
MI,Warren,79414 Clark Lakes Suite 966,48088,42.5164,-82.9832
MI,Wetmore,561 Little Plain Apt. 738,49895,46.3535,-86.6345
MN,Afton,923 Jordan Road,55001,44.8696,-92.8234
MN,Bigelow,273 Phillip Throughway,56117,43.5336,-95.6515
MN,Collegeville,454 Sawyer Forks Apt. 231,56321,45.5783,-94.4199
MN,Comfrey,354 Gutierrez Gateway,56019,44.1111,-94.9134
MN,Emmons,3896 Gilmore Mill,56029,43.5089,-93.4824
MN,Georgetown,2918 David Spurs,56546,47.0999,-96.727
MN,Halma,5270 Megan Burg Suite 756,56729,48.6669,-96.5969
MN,Halstad,248 James Squares Apt. 838,56548,47.3551,-96.798
MN,Hawley,55505 Christy Via,56549,46.9777,-96.4092
MN,Hills,193 Catherine Ways,56138,43.5335,-96.3645
MN,Hovland,15315 Vaughn Park Suite 356,55606,47.8342,-90.0476
MN,Isanti,87896 Lisa Burgs,55040,45.4682,-93.2266
MN,Lamberton,153 Mccullough Springs Apt. 857,56152,44.2378,-95.2739
MN,Lonsdale,892 Solis Neck,55046,44.4477,-93.4252
MN,Minneapolis,2887 Olson Road Suite 439,55428,45.0632,-93.3811
MN,Minneapolis,5097 Martin Ridges,55403,44.9673,-93.2828
MN,Minnesota Lake,797 Jennifer Loop Suite 634,56068,43.8295,-93.8282
MN,Orr,956 Paul Fields Suite 108,55771,48.1439,-92.8561
MN,Randolph,976 Hubbard Lodge,55065,44.5274,-93.0196
MN,Ranier,4293 Ramirez Squares,56668,48.6031,-93.2977
MN,Remer,27720 Martin Hills,56672,47.0874,-93.9196
MN,Saint Paul,598 Martin Pine Suite 365,55128,44.9913,-92.9487
MN,Sauk Rapids,7309 Sophia Causeway Suite 702,56379,45.604,-94.1591
MN,Stanchfield,2807 Parker Station Suite 080,55080,45.6675,-93.2433
MN,Watertown,1145 Tony Drive Suite 080,55388,44.9595,-93.8482
MN,Winger,0665 Lisa Alley,56592,47.5375,-95.9941
MO,Arnold,9554 Flores Drive,63010,38.4305,-90.387
MO,Ballwin,0356 Sarah Light,63021,38.577,-90.5255
MO,Blairstown,2788 Brittney Island,64726,38.5319,-93.9221
MO,Brashear,3867 Susan Corners Apt. 883,63533,40.1959,-92.4333
MO,Browning,182 Sergio Summit Apt. 129,64630,40.029,-93.1607
MO,Camden,304 Ryan Port Suite 335,64017,39.2048,-94.0259
MO,Cardwell,5278 Sarah Station Apt. 009,63829,36.0434,-90.2907
MO,Centerview,7618 Gonzales Mission,64019,38.7897,-93.8702
MO,Clarksville,0688 Kevin Manor,63336,39.3465,-90.9362
MO,Independence,02018 Gary Key Apt. 911,64058,39.1412,-94.3515
MO,Kansas City,2819 Luke Greens Suite 563,64114,38.9621,-94.5959
MO,Kissee Mills,7290 Ashlee Keys,65680,36.6704,-93.0377
MO,Louisiana,0207 Griffith Plains Apt. 544,63353,39.4336,-91.0664
MO,Luray,558 Michael Estates,63453,40.4931,-91.8912
MO,Matthews,471 Marquez Prairie Suite 680,63867,36.7154,-89.6287
MO,Meadville,624 Hale Springs Apt. 572,64659,39.7795,-93.3014
MO,Mound City,0362 Anderson Wall,64470,40.1362,-95.2138
MO,Odessa,9431 Amanda Mills,64076,38.9829,-93.9757
MO,Owensville,852 Thomas Well Suite 339,65066,38.3511,-91.4867
MO,Pleasant Hill,64965 Morris Hollow Suite 323,64080,38.7859,-94.244
MO,Redford,1898 Parker Fork Apt. 057,63665,37.3272,-91.0243
MO,Rocky Mount,19838 Tonya Prairie Apt. 947,65072,38.2911,-92.7059
MO,Saint Louis,169 Edward Inlet,63131,38.6171,-90.4504
MO,Syracuse,66035 Benjamin Villages,65354,38.6547,-92.8929
MO,Unionville,715 Joy Prairie,63565,40.4815,-92.9951
MO,Utica,543 Ware Path Apt. 593,64686,39.7417,-93.6289
MO,Wappapello,16104 Diane Walk Suite 352,63966,36.9766,-90.2848
MO,Wheaton,433 Blake Roads Suite 967,64874,36.7651,-94.0492
MO,Williamsburg,6458 Roberson Alley,63388,38.8874,-91.7689
MS,Bruce,3307 Ferguson Way,38915,34.0066,-89.3484
MS,Coffeeville,5569 Phillips Neck Apt. 003,38922,33.9215,-89.6782
MS,Duncan,872 Justin Views Suite 746,38740,34.047,-90.7652
MS,Florence,742 Oneill Shore,39073,32.153,-90.1217
MS,Heidelberg,17819 Jose Mount Suite 657,39439,31.882,-88.9981
MS,Jackson,66234 Hall Lock Suite 758,39211,32.3739,-90.1293
MS,Mayersville,555 Michael Burgs,39113,32.9013,-91.0286
MS,Meadville,5069 Scott Pass Apt. 654,39653,31.4285,-90.8578
MS,Moorhead,8030 Beck Motorway,38761,33.4783,-90.5142
MS,Moss Point,33010 Ford Harbor Apt. 887,39562,30.5471,-88.4927
MS,Paris,3872 Matthew Skyway,38949,34.1992,-89.382
MS,Pearlington,44951 Williams Brooks,39572,30.2508,-89.6011
MS,Ridgeland,5654 Peterson Land,39157,32.4122,-90.1207
MS,Sontag,26975 Richardson Mills Apt. 402,39665,31.6453,-90.1801
MS,Sturgis,67089 Caitlin Meadow Apt. 905,39769,33.357,-89.0473
MS,Sunflower,3789 Mark Walks,38778,33.5567,-90.5451
MS,University,250 Carrie Throughway,38677,34.3396,-89.5736
MT,Alder,13956 Hughes Causeway Suite 124,59710,45.1939,-112.0568
MT,Belgrade,1833 Jeanette Stravenue,59714,45.7801,-111.1439
MT,Boulder,9443 Cynthia Court Apt. 038,59632,46.2306,-112.1138
MT,Bridger,713 Scott Pike Apt. 712,59014,45.2857,-108.9082
MT,Heart Butte,11014 Chad Lake Apt. 573,59448,48.2777,-112.8456
MT,Sula,135 Joseph Mountains,59871,45.8433,-113.8748
MT,Turner,9795 Lori Island Suite 346,59542,48.8328,-108.3961
NC,Andrews,200 Christie Mills Apt. 307,28901,35.1959,-83.8228
NC,Bailey,551 Zachary Freeway,27807,35.8072,-78.0892
NC,Bolton,478 Alexandria Mount,28423,34.3091,-78.3372
NC,Collettsville,542 Steve Curve Suite 011,28611,35.9946,-81.7266
NC,Creedmoor,9727 Deleon Mountain,27522,36.1124,-78.6476
NC,Crouse,880 Andrea Greens Suite 241,28033,35.4359,-81.3385
NC,Fayetteville,3283 James Station,28314,35.0583,-79.008
NC,Gibsonville,9047 Rodriguez Turnpike,27249,36.1183,-79.5685
NC,Grimesland,07943 Davis River,27837,35.558,-77.2566
NC,Grover,1441 Bradley Place,28073,35.1836,-81.4552
NC,Haw River,861 Karen Common,27258,36.0424,-79.3242
NC,Mooresville,25748 John Wells,28117,35.584,-80.8685
NC,Moravian Falls,561 Perry Cove,28654,36.0788,-81.1781
NC,Morven,370 Lisa Estate,28119,34.8511,-80.0025
NC,North Wilkesboro,25961 Beverly Union Apt. 042,28659,36.2017,-81.1286
NC,Pelham,369 Cochran Radial,27311,36.4899,-79.4736
NC,Pembroke,838 Amy Street Suite 107,28372,34.6902,-79.1834
NC,Summerfield,265 Mullen Park Apt. 307,27358,36.2245,-79.8901
NC,Walkertown,055 Stephanie Turnpike Suite 559,27051,36.18,-80.1629
NC,Wilmington,594 Berry Lights Apt. 392,28405,34.2651,-77.867
NC,Wilmington,8206 Harris Extensions Apt. 996,28412,34.1572,-77.9141
ND,Christine,6139 Mark Rapid Apt. 651,58015,46.5522,-96.7909
ND,Coleharbor,071 Wise Trace,58531,47.5196,-101.2332
ND,Michigan,337 Michael Harbors Suite 722,58259,48.0204,-98.1186
ND,Noonan,1323 Derek Mission,58765,48.8856,-103.0098
ND,Palermo,24255 Bryan Square,58769,48.3396,-102.24
ND,Reynolds,9853 Flynn Hollow Apt. 602,58275,47.7068,-97.2092
ND,Rhame,13299 Patrick Terrace,58651,46.1664,-103.7079
ND,Shields,0925 Lang Extensions,58569,46.1838,-101.2589
ND,Wilton,31701 Tucker Square Suite 893,58579,47.1709,-100.7944
NE,Brainard,785 Kevin Walk Suite 237,68626,41.1832,-96.9882
NE,Campbell,840 Werner Lock Apt. 852,68932,40.2967,-98.737
NE,Carroll,7302 Samantha Mission,68723,42.277,-97.1926
NE,Fullerton,5053 Bell Crescent Apt. 255,68638,41.36600000000001,-98.0054
NE,Holstein,53696 Laura Radial,68950,40.4542,-98.6538
NE,Hooper,7178 Willis Drive,68031,41.6414,-96.5232
NE,Howells,88794 Mandy Lodge Apt. 874,68641,41.6964,-96.9858
NE,Hubbell,5205 Annette Islands Apt. 043,68375,40.0456,-97.4735
NE,Manley,2622 Reynolds Isle,68403,40.9207,-96.168
NE,Nelson,5452 Patricia Inlet Apt. 280,68961,40.201,-98.0684
NE,North Loup,474 Allen Haven,68859,41.4972,-98.7858
NE,Omaha,707 Butler Parkways Apt. 747,68117,41.2064,-95.9953
NE,Ravenna,5812 Ramos Oval Suite 598,68869,41.0233,-98.9041
NE,Roseland,75952 Wilson Course,68973,40.4591,-98.5551
NE,Sprague,478 George Course Apt. 056,68438,40.6267,-96.7456
NE,Sutherland,372 Jeffrey Course,69165,41.1558,-101.136
NE,Valentine,969 Huerta Path Apt. 270,69201,42.8062,-100.6215
NE,Weeping Water,782 Lee Crossing Apt. 209,68463,40.8731,-96.1528
NE,Westerville,1893 Katie Tunnel,68881,41.4193,-99.3844
NH,Acworth,8415 Vaughn Squares Apt. 788,3601,43.196000000000005,-72.3001
NH,Belmont,672 Randall Burg Suite 551,3220,43.4512,-71.48899999999999
NH,Center Tuftonboro,234 Bridges Wells Apt. 389,3816,43.6849,-71.2551
NH,Conway,1561 Chase Grove,3818,43.9742,-71.1503
NH,Grantham,39631 Dunn Radial,3753,43.5103,-72.1334
NH,Jaffrey,46095 Tara Fords,3452,42.8178,-72.0275
NH,Newton,776 Martin Ridge,3858,42.8678,-71.042
NH,North Haverhill,7812 Shane Shoals Apt. 607,3774,44.0978,-72.0191
NJ,Allenhurst,5884 Sandoval Square Apt. 371,7711,40.2367,-74.0067
NJ,Boonton,321 Camacho Causeway,7005,40.9115,-74.414
NJ,Bridgeport,44197 Jeffrey Port Suite 050,8014,39.8016,-75.3478
NJ,Elizabeth,269 Sanchez Rapids,7208,40.6747,-74.2239
NJ,Fairview,3539 Mckenzie Stream,7022,40.817,-74.0
NJ,Greenwich,673 Delgado Burg,8323,39.4055,-75.3209
NJ,Harrington Park,870 Rocha Drive,7640,40.9918,-73.98
NJ,Heislerville,83719 Wilson Shore,8324,39.224,-74.9942
NJ,Iselin,384 Jonathan Hills,8830,40.5716,-74.3167
NJ,Matawan,01479 Murray Circle,7747,40.4109,-74.238
NJ,Monmouth Beach,47144 Roberts Keys,7750,40.333,-73.9809
NJ,Ogdensburg,6682 Green Forks,7439,41.0767,-74.5982
NJ,Plainfield,2481 Mills Lock,7060,40.6152,-74.415
NJ,Richland,81446 Nicole Highway Apt. 874,8350,39.485,-74.8776
NJ,Stirling,72030 Shelton Crossing Apt. 742,7980,40.6774,-74.4968
NJ,West Long Branch,63502 Brown Road Apt. 318,7764,40.2878,-74.0162
NM,Albuquerque,582 Rodriguez Wells,87109,35.1506,-106.569
NM,Albuquerque,9297 Victor Rest Apt. 382,87116,35.0561,-106.5506
NM,Crownpoint,490 Baldwin Alley Apt. 468,87313,35.7206,-108.0271
NM,Espanola,767 Adam Mill Apt. 115,87533,35.9866,-106.0654
NM,High Rolls Mountain Park,1632 Cohen Drive Suite 639,88325,32.9396,-105.8189
NM,Kirtland Afb,1911 Fisher Brook,87117,35.0203,-106.5503
NM,Lamy,46809 Toni Flat Suite 216,87540,35.4311,-105.9409
NM,Llano,36659 Smith Club Apt. 080,87543,36.1486,-105.6648
NM,Loving,87198 Macias Drive Suite 389,88256,32.274,-104.0914
NM,Moriarty,7118 Jessica Unions Apt. 789,87035,34.9889,-106.0609
NM,Red River,7600 Stephen Course Suite 031,87558,36.6659,-105.4694
NM,Ruidoso,1742 Brandon Squares Apt. 461,88355,33.3305,-105.6933
NV,Las Vegas,024 Williams Parkway,89109,36.126,-115.1454
NV,North Las Vegas,646 Louis Fort Apt. 665,89084,36.2815,-115.1482
NV,Reno,03512 Jackson Ports,89512,39.5483,-119.7957
NV,Ruth,74835 Garner Point,89319,39.3426,-114.8859
NV,Washoe Valley,1287 Michael Roads,89704,39.2669,-119.8174
NY,Albany,28311 Dennis Trace,12222,42.6853,-73.8253
NY,Albany,621 Reilly Road Apt. 756,12207,42.656000000000006,-73.7508
NY,Allentown,69085 Short Shores,14707,42.0737,-78.0594
NY,Altona,062 Carl Dam,12910,44.8816,-73.6408
NY,Armonk,1198 Robert Stravenue Apt. 479,10504,41.136,-73.7009
NY,Barneveld,128 Nathan Ramp,13304,43.2237,-75.1612
NY,Beacon,24809 Cross Creek,12508,41.5097,-73.9634
NY,Belfast,079 Chelsea Rest,14711,42.32,-78.0943
NY,Bellmore,9333 Valentine Point,11710,40.6729,-73.5365
NY,Big Indian,40847 Stark Junctions,12410,42.074,-74.453
NY,Breesport,76752 David Lodge Apt. 064,14816,42.1939,-76.7361
NY,Bronx,04975 Allison Shoal,10463,40.8798,-73.9067
NY,Brooklyn,4970 Michelle Burgs,11217,40.6816,-73.9798
NY,Brownville,566 Megan Well,13615,44.0577,-76.0196
NY,Camden,77944 Daniels Valley Suite 921,13316,43.3392,-75.7543
NY,Chatham,213 Gill Expressway,12037,42.3496,-73.5873
NY,Cottekill,574 David Locks Suite 207,12419,41.8467,-74.1038
NY,Cowlesville,58188 Madison Meadow Apt. 949,14037,42.8112,-78.4481
NY,De Lancey,1339 Johnson Landing Suite 007,13752,42.18899999999999,-74.9229
NY,Downsville,383 Long Islands,13755,42.0716,-75.0152
NY,East Rochester,616 Jimenez Meadow Apt. 701,14445,43.1128,-77.4906
NY,Falconer,4319 Watson Shoals Suite 658,14733,42.1239,-79.1895
NY,Farmington,841 Cheryl Centers Suite 115,14425,42.958,-77.3083
NY,Garrattsville,144 Yu Locks Apt. 754,13342,42.6315,-75.1866
NY,Greenport,7340 Mcgrath Islands,11944,41.1039,-72.3674
NY,Hannawa Falls,79472 Stevens Trace Apt. 120,13647,44.6087,-74.9732
NY,Howes Cave,1299 Joshua Plains,12092,42.7045,-74.3648
NY,Hudson,428 Morgan River,12534,42.247,-73.7552
NY,Irvington,994 Grant Mall,10533,41.0381,-73.8597
NY,Jefferson,901 Ariel Points,12093,42.4999,-74.6117
NY,Jordanville,81708 Christopher Plaza,13361,42.8948,-74.8209
NY,Knowlesville,85932 Marc Throughway Apt. 080,14479,43.2363,-78.3138
NY,Lowville,292 Cassidy Oval,13367,43.7893,-75.4156
NY,Margaretville,6366 French Field,12455,42.1852,-74.6178
NY,Medford,046 Michelle Fort Suite 314,11763,40.8174,-72.9852
NY,Melville,92811 Jared Spur Apt. 345,11747,40.7946,-73.403
NY,Montrose,31281 Thomas Inlet,10548,41.2496,-73.9446
NY,Moriches,77321 Ford Via,11955,40.8095,-72.8229
NY,Mount Morris,9808 Ellis Bypass,14510,42.6835,-77.8664
NY,Mount Vernon,89650 Patricia Turnpike,10553,40.9086,-73.8221
NY,Nanuet,0582 Williams Isle Apt. 039,10954,41.0977,-74.0109
NY,New York City,022 Moore Island,10162,40.7699,-73.9511
NY,New York City,20938 Barbara Viaduct,10280,40.7105,-74.0163
NY,New York City,6278 Stephanie Unions,10039,40.8265,-73.9383
NY,New York City,9599 Washington Field Suite 238,10018,40.7547,-73.9925
NY,Newark Valley,1852 Vincent Isle Suite 328,13811,42.2281,-76.1625
NY,North Tonawanda,537 Walker Freeway,14120,43.0498,-78.851
NY,Northport,0654 Kevin Turnpike Apt. 084,11768,40.9051,-73.3309
NY,Oak Hill,583 Gray Creek,12460,42.4069,-74.1528
NY,Oakdale,560 Molina Path,11769,40.7382,-73.1297
NY,Orangeburg,865 Thomas Village,10962,41.0442,-73.9609
NY,Orient,874 Fred Knolls Apt. 609,11957,41.1437,-72.2879
NY,Oriskany Falls,0495 Baker Manors,13425,42.9576,-75.4838
NY,Palmyra,3703 Benson Wells,14522,43.0622,-77.2218
NY,Phelps,76332 Maria Squares,14532,42.9582,-77.0473
NY,Pomona,13776 Hicks Plains,10970,41.1901,-74.0436
NY,Port Ewen,502 Rice Plaza Apt. 979,12466,41.8948,-73.9767
NY,Port Gibson,6744 Jimmy Extensions,14537,43.033,-77.1575
NY,Rock Tavern,977 Rita Grove Apt. 000,12575,41.4575,-74.1659
NY,Saint Bonaventure,70147 Amanda Fields,14778,42.2701,-78.6847
NY,Shelter Island,7915 Dawn Roads Apt. 544,11964,41.06399999999999,-72.3366
NY,South Richmond Hill,0157 Samuel Mission Suite 379,11419,40.6868,-73.82300000000001
NY,Springfield Gardens,1471 Alicia Flat Apt. 993,11413,40.6645,-73.7559
NY,Stittville,3312 Rachel Parks Suite 474,13469,43.2229,-75.2899
NY,Tupper Lake,597 Jenny Ford Apt. 543,12986,44.232,-74.4905
NY,West Chazy,766 Potter Well,12992,44.797,-73.5112
NY,West Eaton,296 Maria Street,13484,42.8546,-75.6605
NY,West Harrison,8614 Reed Glen,10604,41.0592,-73.7395
NY,West Henrietta,74890 Rodriguez Springs Apt. 540,14586,43.0397,-77.6871
NY,West Sayville,576 House Crossroad,11796,40.732,-73.1
NY,Westhampton Beach,641 Steven Mall Apt. 299,11978,40.8295,-72.6473
OH,Akron,622 Robert Summit,44307,41.0695,-81.5488
OH,Amanda,477 Wheeler Burg,43102,39.6251,-82.7552
OH,Amsterdam,754 Smith Isle,43903,40.4731,-80.9596
OH,Arcadia,4602 Lopez Glens Suite 900,44804,41.1116,-83.50200000000001
OH,Beaverdam,25713 Hamilton Grove Apt. 903,45808,40.8314,-83.9758
OH,Bethel,669 Moore Shoal,45106,38.9424,-84.09200000000001
OH,Bowersville,916 Charles Road,45307,39.5756,-83.7153
OH,Byesville,740 Moses Trail Suite 452,43723,39.9623,-81.5485
OH,Canton,4257 Perez Mall,44702,40.8027,-81.3739
OH,Clay Center,9572 Austin Forge Suite 612,43408,41.5686,-83.3632
OH,Creola,12087 Michael Light,45622,39.3543,-82.50299999999999
OH,Cuyahoga Falls,587 Bradley Inlet Suite 281,44223,41.1464,-81.5107
OH,Dayton,01505 Amy Stravenue,45415,39.8355,-84.2613
OH,Diamond,0182 Owens Burgs Suite 480,44412,41.0935,-81.0425
OH,Diamond,198 Candace Plaza,44412,41.0935,-81.0425
OH,Fulton,230 Ryan Tunnel Apt. 025,43321,40.4971,-82.8342
OH,Greenville,28711 Kristine Junction Suite 309,45331,40.0987,-84.6342
OH,Hinckley,1652 James Mews,44233,41.2419,-81.7453
OH,Holloway,7854 Stephanie Island Suite 788,43985,40.0113,-80.9701
OH,Ironton,69459 Rachel Prairie Apt. 850,45638,38.5294,-82.6654
OH,Kirby,23220 Eaton Harbors,43330,40.813,-83.4196
OH,Lima,70858 Jasmine Meadows Apt. 135,45801,40.7641,-84.0973
OH,Lithopolis,486 Wilkins Pines,43136,39.8013,-82.8125
OH,Mansfield,9471 Wong Islands,44902,40.7559,-82.5123
OH,Maria Stein,95488 Cabrera Well,45860,40.4062,-84.5076
OH,Miamisburg,36366 Smith Road,45342,39.6321,-84.2675
OH,Milford,537 Rice Square Suite 040,45150,39.1657,-84.23299999999999
OH,Mount Perry,7507 Larry Passage Suite 859,43760,39.8788,-82.18799999999999
OH,Mount Saint Joseph,27718 Mason Bypass,45051,39.0965,-84.6431
OH,Norwalk,994 Livingston Extensions Suite 918,44857,41.2403,-82.6078
OH,Norwich,56160 Nicholas Isle,43767,39.9934,-81.8024
OH,Paulding,9134 Darryl Flat Suite 916,45879,41.141000000000005,-84.5722
OH,Randolph,376 John Fork Suite 848,44265,41.0109,-81.2977
OH,Rosewood,588 Smith Lights Suite 786,43070,40.2158,-83.9579
OH,Thornville,6340 Jeffrey Dale,43076,39.8974,-82.4071
OH,Warren,386 Randolph Throughway,44483,41.2639,-80.8164
OH,Washington Court House,46297 Benjamin Plains Suite 703,43160,39.537,-83.455
OH,Waynesfield,6611 Parrish Garden Apt. 428,45896,40.6072,-83.9585
OH,Zaleski,4739 Martin Common,45698,39.283,-82.3977
OK,Achille,47035 Murray Harbors,74720,33.8396,-96.3648
OK,Amorita,875 Amy Point,73719,36.9412,-98.2458
OK,Burbank,463 Willie Estates,74633,36.6966,-96.7869
OK,Burns Flat,3426 David Divide Suite 717,73624,35.3492,-99.188
OK,Clayton,6760 Donovan Lakes,74536,34.5906,-95.38
OK,Coyle,033 Tara Brook Suite 523,73027,35.8985,-97.2607
OK,Edmond,830 Myers Plaza Apt. 384,73034,35.6665,-97.4798
OK,Lahoma,39227 Mcpherson Shoals,73754,36.385,-98.0727
OK,Lahoma,44259 Beth Station Suite 215,73754,36.385,-98.0727
OK,Lane,3316 Cindy Land,74555,34.2691,-95.9685
OK,Mounds,0005 Morrison Land,74047,35.8896,-96.0887
OK,Mountain Park,174 Jennifer Meadow Apt. 467,73559,34.7032,-98.9591
OK,Oklahoma City,8149 Harris Divide,73134,35.6174,-97.5583
OK,Roosevelt,6447 Johnson Estates Apt. 986,73564,34.847,-98.9836
OK,Stillwater,886 Nicole Key,74074,36.1043,-97.0609
OK,Thomas,3595 Susan Island Suite 063,73669,35.7382,-98.7388
OK,Tryon,121 Solis Summit Apt. 934,74875,35.8759,-96.9623
OK,Tulsa,030 Seth Divide Suite 355,74131,36.0557,-96.0602
OK,Tulsa,5449 Brandi Heights Apt. 111,74130,36.2395,-95.9596
OK,Tulsa,644 Deborah Courts,74108,36.1499,-95.7923
OR,Athena,31493 Garcia Summit,97813,45.8289,-118.4971
OR,Bay City,08580 Jeremy Falls,97107,45.5197,-123.8761
OR,Cascade Locks,7107 Henderson Station,97014,45.67100000000001,-121.8686
OR,Eugene,77921 Costa Villages,97403,44.0385,-123.0614
OR,Gardiner,477 Alejandro Knolls Suite 828,97441,43.7857,-124.1437
OR,Jordan Valley,6993 Carr Lodge Apt. 311,97910,42.8801,-117.281
OR,Kent,8510 Acevedo Burgs,97033,45.0838,-120.6649
OR,La Grande,48437 English Ways Suite 579,97850,45.3304,-118.0852
OR,Lake Oswego,065 Jones Stravenue,97034,45.4093,-122.6847
OR,Lowell,7402 West Ranch,97452,43.92100000000001,-122.7806
OR,Newberg,1049 John Ports Suite 057,97132,45.3099,-122.9685
OR,Portland,0701 John Ranch,97210,45.5303,-122.7033
OR,Powell Butte,9824 Mitchell Run,97753,44.2415,-121.0113
OR,Scotts Mills,674 Maureen Summit Apt. 276,97375,44.9897,-122.6187
OR,Shedd,79816 Jackson Squares,97377,44.453,-123.1065
OR,Sixes,7177 Steven Forges,97476,42.825,-124.4409
OR,Stayton,084 Holmes Avenue Suite 206,97383,44.8021,-122.7624
OR,Westfir,57887 Gutierrez Harbor,97492,43.7575,-122.481
PA,Allentown,41851 Victor Drives Suite 219,18103,40.5891,-75.4645
PA,Armagh,6911 Nicholas Keys Apt. 237,15920,40.4603,-79.0097
PA,Atglen,9588 Cox Rapid Apt. 257,19310,39.9458,-75.9703
PA,Beaver Falls,285 George Lake,15010,40.7687,-80.3592
PA,Beaver Falls,728 Randolph Causeway Suite 894,15010,40.7687,-80.3592
PA,Bolivar,24191 Elizabeth Mill,15923,40.3673,-79.1605
PA,Bristol,298 Kayla Lights,19007,40.1159,-74.8536
PA,Chester Heights,148 Baker Field,19017,39.8839,-75.4669
PA,Clarion,492 West Crossing,16214,41.2123,-79.3773
PA,Clarks Mills,444 Robert Mews,16114,41.3851,-80.1752
PA,Clune,83359 Lopez Point,15727,40.5503,-79.3237
PA,Cochranton,911 Sabrina Trafficway,16314,41.5205,-80.0573
PA,Cokeburg,494 Burke Ports,15324,40.1008,-80.0652
PA,Corsica,23142 Montoya Island Apt. 742,15829,41.1762,-79.1976
PA,Cressona,324 Donna Ridge Suite 651,17929,40.6284,-76.195
PA,Dublin,4655 David Island,18917,40.375,-75.2045
PA,Dunlevy,950 Sheryl Spurs,15432,40.1151,-79.8627
PA,Emporium,5036 Victoria Ports Suite 249,15834,41.5177,-78.2536
PA,Fenelton,24607 Charles Mountains,16034,40.8555,-79.7372
PA,Fenelton,30587 Fox Shores Apt. 627,16034,40.8555,-79.7372
PA,Glen Rock,17667 Price Spur Apt. 366,17327,39.7813,-76.7477
PA,Grassflat,897 Daugherty Mission,16839,41.0036,-78.1104
PA,Harborcreek,268 Hayes Rue Suite 811,16421,42.1767,-79.9416
PA,Harmony,8929 Phillips Corners Suite 259,16037,40.8496,-80.1381
PA,Irvine,37426 Olson Villages,16329,41.8117,-79.2643
PA,Jermyn,6574 William Hill Apt. 375,18433,41.5744,-75.5881
PA,Karns City,5124 Wendy Skyway Suite 154,16041,41.0022,-79.71600000000001
PA,Keisterville,4879 Cristina Station,15449,39.9636,-79.7853
PA,Lawn,55363 Aaron Circle Suite 450,17041,40.2236,-76.538
PA,Leetsdale,2497 John Motorway Suite 922,15056,40.5662,-80.2099
PA,Manor,6888 Hicks Stream Suite 954,15665,40.3359,-79.6607
PA,Marienville,663 Anna Plaza,16239,41.4622,-79.1306
PA,Mc Clellandtown,4548 Werner Wells Apt. 441,15458,39.8882,-79.8694
PA,Mc Veytown,0912 Mark Fields Apt. 080,17051,40.5046,-77.7186
PA,Mifflin,26572 Hodge Villages Suite 512,17058,40.5553,-77.4001
PA,Mill Creek,8969 Fuentes Station Apt. 291,17060,40.4679,-77.8967
PA,Montandon,8465 Reed Green Suite 559,17850,40.9661,-76.8575
PA,Morrisdale,4138 David Fall,16858,41.0001,-78.2357
PA,Morrisdale,99736 Rose Shoals Apt. 504,16858,41.0001,-78.2357
PA,Nicholson,4177 Rosales Summit Apt. 973,18446,41.6412,-75.7641
PA,North East,95017 Kevin Expressway,16428,42.2008,-79.8332
PA,North Washington,658 Diane Glen Apt. 677,16048,41.0472,-79.8089
PA,Oaks,08966 Beltran Route Suite 905,19456,40.1334,-75.4536
PA,Philadelphia,8425 Daniel Knolls Suite 288,19154,40.0897,-74.9781
PA,Philadelphia,899 Michele View Suite 960,19149,40.0369,-75.0664
PA,Pittsburgh,5323 Walker Island,15217,40.4308,-79.9205
PA,Rock Glen,025 White Fork Apt. 633,18246,40.954,-76.1747
PA,Rockwood,9670 Monroe Junctions,15557,39.9373,-79.1865
PA,Schaefferstown,2851 Foster Shoals,17088,40.3087,-76.2963
PA,Shippingport,109 Brian Lights Apt. 504,15077,40.6025,-80.3863
PA,Skytop,58761 Brewer Rapids,18357,41.2336,-75.2389
PA,Smock,078 Alex Fields,15480,39.9961,-79.7678
PA,Spring Church,25454 Leonard Lake,15686,40.6153,-79.4545
PA,Uledi,864 Reynolds Plains,15484,39.8936,-79.7856
PA,Utica,5155 Mary Common Apt. 927,16362,41.4798,-79.9403
PA,Vanderbilt,35737 Kirby Fall Suite 409,15486,40.0246,-79.6955
PA,West Decatur,709 George Underpass Apt. 080,16878,40.9493,-78.3129
PA,West Finley,542 Finley Ports Apt. 396,15377,39.9914,-80.4408
RI,Providence,90662 Lewis Avenue,2908,41.8383,-71.4377
SC,Arcadia,95835 Garcia Rue,29320,34.9572,-81.9916
SC,Blackville,374 Christopher Ramp Suite 855,29817,33.3645,-81.2718
SC,Bradley,4664 Sanchez Common Suite 930,29819,34.0326,-82.2027
SC,Brunson,2838 White Fields Apt. 473,29911,32.9413,-81.1807
SC,Cassatt,2076 Thomas Roads Suite 970,29032,34.3424,-80.5
SC,Clifton,653 Jessica Extension Apt. 668,29324,34.9906,-81.8327
SC,Columbia,351 Darlene Green,29209,33.9659,-80.9355
SC,Cross,2881 Frey Village,29436,33.3364,-80.1859
SC,Edisto Island,6983 Carrillo Isle,29438,32.5486,-80.307
SC,Ehrhardt,147 Mckinney Run Apt. 743,29081,33.1044,-81.0221
SC,Hopkins,835 Reese Views Suite 884,29061,33.9349,-80.8449
SC,Johns Island,857 Aaron Circles Suite 398,29455,32.8357,-79.8217
SC,Marietta,3160 Tina Estates Suite 234,29661,35.0296,-82.5136
